AID,BIO_SEX,IMONTH,IDAY,IYEAR,H1GI1M,H1GI1Y,H1GI4,H1GI6A,H1GI6B,H1GI6C,H1GI6D,H1GI6E,H1GI8,H1GI9,H1NM4,H1NF4,H1RM1,H1RF1
94574748,1,7,22,95,9,78,0,1,0,0,0,0,7,1,97,4,4,97
94574802,1,6,27,95,8,81,0,1,0,0,0,0,7,1,97,97,9,9
94574815,2,6,16,95,8,79,0,0,1,0,0,0,7,2,97,97,4,2
94574817,2,6,13,95,10,76,0,0,1,0,0,0,7,2,97,97,4,4
94574830,2,6,6,95,8,78,0,1,0,0,0,0,7,1,97,97,4,4
94575006,1,5,29,95,8,78,1,1,0,0,0,0,7,1,97,6,4,97
94575026,2,5,13,95,6,79,0,0,1,0,0,0,7,2,97,97,8,4
94575029,2,5,2,95,10,81,0,0,1,0,0,0,7,2,97,4,9,97
94575033,1,6,26,95,5,77,0,1,0,0,0,0,7,1,97,97,6,9
94575035,2,7,10,95,3,77,0,1,0,0,0,0,7,1,97,97,6,6
94575061,1,6,7,95,12,78,0,1,0,0,0,0,7,1,97,1,7,97
94575068,2,6,21,95,1,78,0,1,0,0,0,0,7,1,4,97,2,97
94575076,1,5,21,95,9,77,0,1,0,0,0,0,7,1,97,97,9,9
94575116,2,5,22,95,8,78,0,1,0,0,0,0,7,1,97,97,8,9
94575130,2,7,10,95,5,77,0,1,0,0,0,0,7,1,97,97,7,9
94575133,1,5,16,95,7,79,0,1,0,0,0,0,7,1,97,97,7,8
94575152,1,7,12,95,6,78,0,1,0,0,0,0,7,1,97,97,7,4
94575172,2,5,6,95,1,77,0,1,0,0,0,0,7,1,97,97,8,8
94575194,1,6,22,95,11,77,1,0,0,0,0,1,7,5,97,97,7,7
94575195,1,7,12,95,3,78,1,1,0,0,0,1,5,5,97,97,9,9
94575207,1,7,11,95,7,80,1,1,0,0,0,0,7,1,2,97,4,97
94575211,1,8,7,95,1,79,0,1,0,0,0,0,7,1,97,97,4,8
94575218,2,5,20,95,8,78,0,1,0,0,0,0,7,1,97,97,4,8
94575228,2,6,15,95,1,80,0,0,1,0,0,0,7,2,97,97,4,4
94575231,1,6,22,95,12,76,0,1,0,0,0,0,7,1,97,97,9,4
94575243,2,5,20,95,7,77,1,0,0,0,0,1,7,5,97,97,6,8
94575247,2,6,13,95,11,79,0,1,0,0,0,0,7,1,97,97,8,8
94575261,1,6,30,95,5,79,0,1,0,0,0,0,7,1,97,11,9,9
94575263,1,6,29,95,3,79,0,1,1,0,0,0,2,2,97,8,8,97
94575278,2,5,28,95,1,80,0,0,1,0,0,0,7,2,97,8,9,97
94575280,1,5,26,95,8,78,0,0,1,0,0,0,7,2,97,8,4,8
94575288,1,5,2,95,9,76,0,0,1,0,0,0,7,2,97,7,9,97
94575308,1,5,31,95,11,79,0,0,0,0,0,1,7,5,97,97,4,2
94575320,1,5,17,95,10,80,0,0,1,0,0,0,7,2,97,97,8,98
94575333,1,7,18,95,4,78,0,1,0,0,0,0,7,1,97,97,8,8
94575367,1,5,26,95,3,77,0,1,0,0,0,0,7,1,97,8,9,7
94575369,1,5,23,95,4,79,0,1,0,0,0,0,7,1,97,8,8,97
94575387,1,6,21,95,8,77,0,1,0,0,0,0,7,1,97,97,6,4
94575393,2,6,14,95,1,80,0,0,1,0,0,0,7,2,97,97,9,7
94575404,2,7,13,95,8,79,1,1,0,0,0,0,7,1,97,9,9,97
94575425,2,6,14,95,10,79,0,0,1,0,0,0,7,2,97,97,11,11
94575462,1,7,5,95,10,78,0,1,0,0,0,0,7,1,97,97,1,1
94575463,1,6,29,95,8,79,0,1,0,0,0,0,7,1,97,97,8,9
94575465,1,6,11,95,11,76,0,1,0,0,0,0,7,1,97,97,8,7
94575471,2,8,28,95,2,78,0,1,0,0,0,0,7,1,97,97,9,7
94575522,1,8,2,95,5,78,0,0,1,0,0,0,7,2,97,97,2,97
94575622,2,6,1,95,7,80,0,0,1,0,0,0,7,2,97,8,8,97
94575629,1,8,16,95,8,75,0,1,0,0,0,0,7,1,2,97,7,1
94575805,1,5,24,95,1,78,1,0,0,0,0,1,7,5,97,97,2,4
94575838,2,6,19,95,3,77,0,1,0,0,0,0,7,1,97,8,6,6
94575868,2,5,20,95,6,78,0,1,0,0,0,0,7,1,11,97,97,11
94575872,2,7,12,95,11,76,0,1,0,0,0,0,7,1,97,7,8,97
94575876,1,5,12,95,12,76,0,1,0,0,0,0,7,1,97,97,9,9
94575906,1,7,29,95,8,77,0,1,0,0,0,0,7,1,97,97,6,97
94575907,2,6,29,95,8,78,0,1,0,1,0,0,1,1,97,6,6,97
94575919,2,7,27,95,9,77,0,1,0,0,0,0,7,1,97,97,4,8
94575920,1,7,8,95,9,77,0,0,1,0,0,0,7,2,97,4,4,4
94575940,2,6,1,95,11,80,0,0,1,0,0,0,7,2,97,4,7,97
94575941,2,9,23,95,12,81,0,1,0,0,0,0,7,1,97,97,4,7
94575942,1,7,20,95,10,76,0,0,1,0,0,0,7,2,4,97,4,97
94575943,2,5,20,95,5,80,0,0,1,0,0,0,7,2,97,97,8,8
94575945,2,5,25,95,1,79,0,1,0,0,0,0,7,1,97,97,4,8
94575946,2,6,15,95,8,81,0,0,1,0,0,0,7,2,97,97,9,9
94575948,2,5,31,95,5,78,0,1,0,0,0,0,7,1,97,97,2,5
94575955,2,5,16,95,2,78,0,0,1,0,0,0,7,2,97,97,6,2
94575963,2,6,1,95,8,79,0,1,0,0,0,0,7,1,97,4,6,6
94575966,2,6,26,95,1,80,0,1,0,0,0,0,7,1,97,97,5,97
94575969,2,6,5,95,7,77,0,1,0,0,0,0,7,1,97,97,6,97
94575985,2,5,14,95,1,78,0,0,1,0,0,0,7,2,7,1,8,97
94575989,1,7,25,95,10,79,0,1,0,0,0,0,7,1,97,7,6,97
94575991,1,6,16,95,6,79,0,0,1,0,0,0,7,2,97,4,8,97
94576007,2,5,27,95,11,79,1,0,0,0,0,1,7,1,97,97,7,4
94576024,1,11,10,95,6,77,0,1,0,0,1,0,1,1,97,1,1,97
94576044,2,8,7,95,5,77,0,1,0,0,1,0,4,4,97,7,8,97
94576085,2,7,14,95,2,79,0,1,0,0,0,0,7,1,97,8,6,97
94576103,1,6,14,95,6,79,1,1,0,0,0,0,7,1,97,97,9,9
94576105,2,5,30,95,1,80,0,1,0,0,0,0,7,1,97,97,8,9
94576154,2,6,9,95,5,79,0,1,0,0,0,0,7,1,97,4,4,8
94576216,1,8,5,95,10,77,0,1,0,0,0,0,7,1,97,97,7,8
94576232,2,5,7,95,12,77,0,1,0,0,0,0,7,1,97,97,7,4
94576254,2,6,24,95,3,78,0,0,0,0,1,0,7,4,1,97,7,7
94576263,2,5,18,95,9,78,0,1,0,0,0,0,7,1,97,97,4,4
94576281,1,5,25,95,7,80,0,1,0,0,0,0,7,1,4,97,6,5
94576285,2,5,18,95,5,77,0,0,0,1,0,0,7,3,97,8,4,4
94576292,1,8,3,95,7,76,0,0,0,0,1,0,7,4,97,97,7,9
94576344,2,7,31,95,11,78,0,0,0,0,1,0,7,4,97,97,7,4
94576352,2,5,13,95,10,76,0,1,0,1,0,0,1,1,9,4,97,97
94576357,2,6,23,95,7,77,0,1,0,0,0,0,7,1,97,8,8,8
94576395,1,6,12,95,7,79,1,1,0,1,0,0,3,3,97,97,4,2
94576411,1,7,6,95,12,78,0,1,0,0,0,0,7,1,97,4,4,97
94576432,1,7,18,95,8,78,1,0,0,0,0,1,7,1,97,97,4,4
94576537,1,6,29,95,9,78,0,1,0,0,0,0,7,1,97,8,8,97
94576610,2,5,26,95,3,78,0,1,0,0,0,0,7,1,97,97,4,4
94576615,2,6,5,95,11,79,0,1,0,0,0,0,7,1,97,97,9,9
94576631,2,7,19,95,6,77,0,1,0,0,0,0,7,1,97,9,9,97
94576646,1,8,23,95,3,79,0,0,0,0,1,0,7,4,97,4,5,5
94576659,2,6,6,95,5,77,0,1,0,0,0,0,7,1,97,97,7,8
94576661,2,6,16,95,10,78,0,0,0,0,1,0,7,4,97,97,8,8
94576685,2,10,3,95,9,78,0,1,0,0,0,0,7,1,97,97,2,4
94576706,2,8,10,95,7,77,1,0,0,0,0,1,7,1,97,97,1,7
94576734,1,5,29,95,3,80,1,0,0,0,0,1,7,1,97,6,8,97
94576822,1,10,16,95,6,77,1,0,0,0,0,1,7,1,97,97,1,1
94576844,1,7,17,95,1,81,0,1,0,0,0,0,7,1,97,97,4,4
94576943,1,6,15,95,1,79,0,0,0,0,1,0,7,4,97,97,8,4
94576983,1,5,31,95,11,79,0,1,0,0,0,0,7,1,97,97,8,8
94576985,2,6,19,95,10,79,0,1,0,0,0,0,7,1,97,97,4,8
94576986,2,6,9,95,3,80,0,1,0,1,0,0,3,1,8,97,4,8
94577050,2,5,16,95,9,79,0,1,0,0,0,0,7,1,97,97,7,7
94577061,2,6,21,95,11,77,0,0,1,0,0,0,7,2,4,97,97,2
94577082,2,5,27,95,1,80,0,0,1,0,0,0,7,2,97,4,6,97
94577084,2,8,7,95,8,77,1,0,0,0,0,1,7,5,97,4,6,97
94577122,1,5,20,95,10,80,0,0,1,0,0,0,7,2,97,7,9,8
94577123,1,7,7,95,11,80,0,1,0,0,0,0,7,1,97,97,9,7
94577128,2,5,12,95,8,79,0,1,0,0,0,0,7,1,97,97,8,8
94577129,2,6,14,95,3,78,0,1,0,0,1,0,1,4,97,97,8,9
94577163,1,7,29,95,10,77,0,1,0,0,0,0,7,1,97,97,4,7
94577168,2,6,15,95,4,78,0,0,1,0,0,0,7,2,97,2,8,4
94577181,1,5,23,95,10,77,1,0,1,0,0,0,7,2,97,97,1,97
94577222,2,9,26,95,7,79,0,1,0,0,0,0,7,1,9,97,97,9
94577226,1,6,22,95,4,77,0,1,0,0,0,0,7,1,97,97,9,9
94577229,1,6,19,95,1,80,0,1,0,0,0,0,7,1,97,97,7,8
94577264,2,5,30,95,7,78,0,0,1,0,0,0,7,2,97,8,4,97
94577361,2,5,12,95,2,79,0,1,0,0,0,0,7,1,6,4,2,97
94577415,2,10,7,95,10,78,0,1,0,0,0,0,7,1,97,7,7,97
94577452,1,8,16,95,2,79,0,1,0,0,0,0,7,1,97,97,7,4
94577480,2,6,1,95,8,79,1,0,0,0,0,1,7,5,97,97,4,4
94577781,2,7,24,95,10,79,1,0,0,0,0,1,7,5,97,4,8,97
94577921,2,5,20,95,5,78,1,8,8,8,8,8,7,1,97,97,8,9
94577923,2,5,15,95,3,78,0,1,0,0,0,0,7,1,97,97,8,8
94577924,1,5,26,95,6,79,0,6,6,6,6,6,7,1,97,9,4,98
94577981,2,7,21,95,2,79,1,0,0,0,0,1,7,5,97,97,2,4
94578088,2,8,7,95,12,76,0,1,0,0,0,0,7,1,97,4,4,97
94578095,1,5,24,95,11,76,0,1,0,0,0,0,7,1,97,97,1,1
94578096,1,6,27,95,3,78,0,1,0,0,0,0,7,1,97,97,4,4
94578101,2,9,30,95,10,77,0,0,1,0,0,0,7,2,97,1,7,97
94578106,1,8,14,95,1,80,0,0,1,0,0,0,7,2,97,11,4,97
94578110,2,6,13,95,1,80,0,1,0,0,0,0,7,1,97,97,8,6
94578117,1,6,7,95,12,78,0,0,1,0,0,0,7,2,97,97,4,6
94578127,2,6,6,95,3,81,0,0,1,0,0,0,7,1,97,97,8,8
94578131,2,5,18,95,11,77,0,1,0,0,0,0,7,1,97,97,4,4
94578142,1,8,12,95,1,78,1,1,0,0,0,0,7,1,97,4,8,97
94578149,1,7,12,95,9,78,0,1,0,0,0,0,7,1,97,97,8,4
94578189,1,7,19,95,7,76,0,0,1,0,0,0,7,2,4,97,4,4
94578194,2,9,9,95,4,77,0,1,0,0,0,0,7,1,97,97,9,9
94578218,1,5,14,95,4,78,0,0,1,0,0,0,7,2,97,1,4,97
94578308,1,5,26,95,3,77,0,0,1,0,0,0,7,2,4,97,7,7
94578312,1,8,22,95,3,77,0,1,0,0,0,0,7,1,97,97,1,2
94578364,1,8,14,95,11,81,0,0,1,0,0,0,7,2,97,97,4,4
94578383,2,8,13,95,4,78,0,0,1,0,0,0,7,2,97,97,7,4
94578410,2,7,11,95,9,77,0,0,1,0,0,0,7,2,97,4,11,97
94578416,2,5,22,95,8,77,0,1,0,0,0,0,7,1,7,97,97,97
94578421,2,8,19,95,1,78,0,1,0,0,0,0,7,1,97,8,8,97
94578430,1,5,2,95,11,77,0,0,1,0,0,0,7,2,97,97,8,7
94578490,1,8,10,95,9,77,0,1,0,0,0,0,7,1,4,97,4,5
94578501,2,9,7,95,11,79,0,0,1,0,0,0,7,2,97,11,8,97
94578527,1,5,24,95,10,79,0,1,0,0,0,0,7,1,97,8,4,97
94578571,1,7,17,95,4,78,0,1,0,0,0,0,7,1,97,97,8,8
94578587,2,6,3,95,7,77,0,0,1,0,0,0,7,2,97,97,4,97
94578600,1,8,25,95,7,79,0,0,1,0,0,0,7,2,97,97,7,4
94578643,2,7,19,95,1,78,0,1,0,0,0,0,7,1,97,97,2,9
94578739,1,5,2,95,5,79,0,1,0,0,0,0,7,1,97,4,5,97
94578780,2,7,9,95,5,79,0,0,1,0,0,0,7,2,97,8,8,97
94578804,2,5,13,95,3,78,0,0,1,0,0,0,7,2,3,97,97,2
94578813,2,9,8,95,4,79,0,0,1,0,0,0,7,2,97,7,7,97
94578874,1,8,3,95,2,79,1,1,0,0,0,0,7,1,97,97,4,4
94578881,2,5,17,95,11,75,0,0,1,0,0,0,7,2,97,8,8,97
94578890,1,7,14,95,12,76,0,1,0,0,0,0,7,1,97,4,4,97
94578891,1,9,11,95,3,80,0,1,0,0,0,0,7,1,97,97,3,2
94578899,2,8,1,95,2,78,0,1,0,0,0,0,7,1,97,97,4,1
94578908,1,8,29,95,1,79,0,0,1,0,0,0,7,2,97,4,4,97
94578910,2,6,6,95,12,75,0,1,0,0,0,0,7,1,97,97,4,97
94578921,2,5,17,95,9,78,0,0,1,0,0,0,7,2,4,4,6,4
94578943,1,9,12,95,7,79,0,1,0,0,0,0,7,1,97,97,1,2
94578966,1,1,1,95,5,79,0,0,1,0,0,0,7,2,97,97,8,4
94578984,1,6,2,95,6,78,0,0,1,0,0,0,7,2,97,8,9,97
94579174,1,5,24,95,2,79,0,1,0,0,0,0,7,1,97,8,8,97
94579176,2,6,21,95,7,78,0,0,0,1,0,0,7,3,97,97,4,4
94579179,1,6,23,95,4,79,1,1,0,0,0,0,7,1,97,97,2,2
94579231,1,5,10,95,8,80,0,0,1,0,0,0,7,2,97,97,9,97
94579232,1,8,19,95,3,77,0,0,1,0,0,0,7,2,97,97,4,4
94579237,2,4,28,95,12,77,0,0,1,0,0,0,7,2,97,8,8,97
94579262,2,11,1,95,12,80,0,1,0,0,0,0,7,1,97,4,2,2
94579290,2,5,25,95,8,77,0,1,0,0,0,0,7,1,97,4,6,7
94579291,2,5,8,95,8,81,0,1,0,0,0,0,7,1,97,97,2,97
94579292,2,4,27,95,5,77,0,1,0,0,0,0,7,1,97,97,2,5
94579294,1,5,16,95,9,81,0,1,0,0,0,0,7,1,97,97,3,8
94579295,2,7,28,95,9,76,0,1,0,0,0,0,7,1,5,4,97,97
94579296,2,7,25,95,11,80,0,1,0,0,0,0,7,1,97,97,4,4
94579299,1,5,11,95,12,79,0,1,0,0,0,0,7,1,97,2,2,7
94579374,1,7,5,95,10,78,0,1,0,0,0,0,7,1,97,4,4,97
94579375,2,5,17,95,7,79,0,1,0,0,0,0,7,1,97,2,3,97
94579930,2,8,5,95,3,77,0,0,1,0,0,0,7,2,97,9,9,8
94579939,1,8,21,95,4,79,0,0,1,0,0,0,7,2,97,97,7,7
94579941,2,6,7,95,12,79,0,0,0,0,1,0,7,4,97,97,4,4
94579944,1,5,25,95,5,78,0,1,0,0,0,0,7,1,97,97,8,7
94579945,2,7,12,95,1,77,0,1,0,1,0,0,1,1,4,2,97,97
94579946,1,5,11,95,9,81,0,1,0,0,0,0,7,1,97,97,4,5
94579951,1,8,14,95,2,82,0,1,0,0,0,0,7,1,97,4,4,97
94579962,2,10,29,95,7,82,0,1,0,0,0,0,7,1,97,97,6,4
94579968,2,12,18,95,10,80,1,1,0,0,0,0,7,1,97,97,6,6
94579974,2,7,21,95,1,76,0,1,0,0,0,0,7,1,97,97,97,97
94579979,1,5,12,95,9,79,0,1,0,1,0,0,1,1,97,97,2,4
94579991,1,7,12,95,1,79,0,1,0,0,0,0,7,1,97,97,4,2
94579997,1,7,7,95,8,82,0,1,0,0,0,0,7,1,97,97,4,5
94579998,2,7,27,95,2,77,0,1,0,0,0,0,7,1,4,5,97,97
94579999,1,7,11,95,3,77,0,1,0,0,0,0,7,1,97,97,4,4
94590253,2,5,11,95,12,79,1,0,0,0,0,1,7,5,97,1,2,97
94590955,1,6,6,95,9,78,1,1,0,0,0,0,7,1,97,97,2,97
94593905,2,6,9,95,2,78,0,1,0,0,0,0,7,1,97,97,8,8
94614276,1,8,18,95,2,79,0,1,0,0,0,0,7,1,97,97,4,4
94614472,2,11,21,95,3,77,0,1,0,0,0,0,7,1,97,97,6,8
94614679,1,8,5,95,8,79,0,1,0,0,0,0,7,1,97,97,4,4
94614976,1,8,16,95,9,79,0,1,0,0,0,0,7,1,97,97,4,6
94619063,1,8,17,95,10,77,0,1,0,0,0,0,7,1,97,97,8,8
94619162,2,8,18,95,3,77,0,0,1,0,0,0,7,2,97,97,4,4
94619167,2,8,16,95,6,81,8,1,0,0,0,0,7,1,11,97,97,9
94619262,2,10,23,95,9,81,0,1,0,0,0,0,7,1,97,97,4,8
94619266,1,8,1,95,7,77,0,1,0,0,0,0,7,1,97,97,7,8
94619369,1,8,21,95,5,78,0,1,0,0,0,0,7,1,97,97,8,9
94619466,1,8,27,95,2,80,0,1,0,0,0,0,7,1,97,97,8,9
94619467,2,8,18,95,4,81,0,1,0,0,0,0,7,1,97,97,7,9
94619469,2,8,15,95,6,79,0,1,0,0,0,0,7,1,97,97,9,9
94619867,2,8,24,95,12,77,0,1,0,0,0,0,7,1,97,8,8,97
94619869,1,9,17,95,12,77,0,1,0,0,0,0,7,1,97,4,8,97
94619963,1,8,17,95,5,80,0,1,0,0,0,0,7,1,97,97,9,9
94619964,1,8,2,95,5,79,0,1,0,0,0,0,7,1,97,8,9,97
94636352,2,8,26,95,7,78,1,0,0,0,0,1,7,1,97,11,7,97
94636354,2,10,10,95,8,80,0,0,0,0,1,0,7,4,7,8,7,97
94676322,1,8,31,95,5,78,0,0,1,0,0,0,7,2,97,97,9,8
94676422,1,12,9,95,6,78,1,1,0,0,0,0,7,1,97,97,11,10
94676623,2,9,9,95,5,78,1,0,1,0,0,0,7,2,97,9,8,97
94676728,1,10,23,95,7,76,0,1,0,0,0,0,7,1,6,97,6,97
94676929,2,8,5,95,10,79,0,1,0,0,0,0,7,1,97,97,8,8
94678273,2,8,10,95,9,80,0,1,0,0,0,0,7,1,97,97,7,9
94678274,2,8,2,95,10,78,0,1,0,0,0,0,7,1,97,8,4,97
94678379,1,8,9,95,6,78,0,1,0,0,0,0,7,1,2,97,97,4
94710033,1,7,10,95,11,80,0,1,0,0,0,0,7,1,97,9,9,97
94710139,2,8,26,95,1,82,0,1,0,0,0,0,7,1,97,97,8,9
94710188,2,7,22,95,11,80,0,0,1,0,0,0,7,2,97,96,96,97
94710238,1,6,14,95,9,81,0,1,0,0,0,0,7,1,97,97,6,4
94710239,2,8,8,95,10,81,0,1,0,0,0,0,7,1,97,97,8,9
94710376,2,6,22,95,3,82,0,1,0,0,0,0,7,1,97,97,4,4
94710389,2,6,20,95,8,82,0,0,1,0,0,0,7,2,97,97,4,7
94710390,2,6,9,95,3,82,0,1,0,0,0,0,7,1,97,97,4,4
94710392,2,7,29,95,12,80,0,1,0,0,0,0,7,1,97,97,6,8
94710450,1,7,8,95,4,80,1,0,0,1,0,0,7,1,97,11,4,8
94710871,1,6,6,95,12,81,0,1,0,0,0,0,7,1,97,97,9,8
94710883,2,7,8,95,8,82,0,1,0,0,0,0,7,1,97,97,7,4
94710937,2,5,10,95,5,82,0,1,0,0,0,0,7,1,97,97,4,8
94710974,1,6,21,95,4,81,0,0,1,0,0,0,7,2,4,12,8,8
94710989,1,5,12,95,12,79,0,1,0,0,0,0,7,1,97,97,1,5
94710994,1,7,10,95,12,80,0,1,0,0,0,0,7,1,97,97,2,6
94710998,2,8,2,95,3,82,0,1,0,0,0,0,7,1,97,4,5,7
94710999,1,6,27,95,7,80,0,1,0,1,0,0,1,1,97,97,7,8
94711065,2,8,9,95,1,82,0,1,0,0,0,0,7,1,97,97,8,9
94711066,1,6,20,95,9,82,0,1,0,0,0,0,7,1,97,98,4,97
94711162,2,6,28,95,12,81,0,1,0,0,0,0,7,1,97,7,4,97
94711176,1,7,10,95,9,81,1,1,1,0,0,1,5,2,97,8,4,97
94711177,1,5,7,95,11,82,1,1,0,0,0,0,7,1,97,11,4,11
94711261,1,8,18,95,4,82,0,1,0,0,0,0,7,1,97,97,4,4
94711266,2,7,26,95,3,81,0,1,0,0,0,0,7,1,97,97,7,9
94711862,2,8,9,95,10,81,0,1,0,0,0,0,7,1,2,97,97,4
94711973,1,8,19,95,11,82,1,0,0,0,0,1,7,2,97,97,4,6
94711974,2,5,12,95,9,81,1,1,0,0,0,0,7,1,97,97,4,4
94712047,2,7,29,95,5,82,0,1,0,0,0,0,7,1,97,97,4,5
94712211,1,7,27,95,2,81,0,1,0,0,0,0,7,1,97,97,4,4
94712218,1,5,17,95,11,80,0,1,0,0,0,0,7,1,97,97,2,4
94712341,1,7,14,95,4,82,0,1,0,0,0,0,7,1,2,97,2,1
94712396,2,5,20,95,6,81,0,1,0,0,0,0,7,1,97,8,9,97
94712917,1,6,22,95,6,80,0,1,0,0,0,0,7,1,97,97,4,4
94712942,1,6,19,95,11,80,1,1,0,1,0,0,3,5,97,97,7,5
94712975,1,7,12,95,4,82,0,0,1,0,0,0,7,2,97,11,6,97
94712990,2,7,24,95,12,80,0,1,0,0,0,0,7,1,97,97,8,8
94712991,1,6,16,95,8,80,0,1,0,0,0,0,7,1,97,8,8,97
94712998,2,6,26,95,7,81,1,0,0,0,0,1,7,5,97,2,1,97
94713002,2,6,27,95,10,79,0,0,1,0,0,0,7,2,97,4,2,97
94713301,2,6,20,95,1,80,0,0,1,0,0,0,7,2,97,97,4,2
94713338,1,5,28,95,12,79,0,0,1,0,0,0,7,2,97,2,2,97
94713395,1,9,12,95,9,80,0,0,1,0,0,0,7,2,97,97,98,98
94713603,2,7,24,95,2,80,0,0,1,0,0,0,7,2,97,97,4,9
94713936,2,7,19,95,1,81,0,1,0,0,0,0,7,1,97,8,9,97
94714017,1,9,14,95,5,81,0,0,1,0,0,0,7,2,97,8,8,97
94714020,2,5,24,95,6,82,0,1,0,0,0,0,7,1,97,97,7,8
94714022,1,5,23,95,12,81,0,1,0,0,0,0,7,1,97,97,11,11
94714085,1,7,5,95,6,80,0,1,0,0,0,0,7,1,97,97,4,4
94714088,2,6,8,95,10,81,0,1,0,0,0,0,7,1,97,97,7,6
94714117,1,7,28,95,6,82,0,0,1,0,0,0,7,2,97,4,3,97
94714144,1,8,3,95,2,80,0,0,0,1,0,0,7,1,97,4,7,8
94714180,1,5,12,95,6,80,0,1,0,0,0,0,7,1,97,97,9,6
94714218,2,5,23,95,8,81,0,1,0,0,0,0,7,1,97,11,11,97
94714230,2,7,11,95,11,80,0,0,1,0,0,0,7,2,97,97,4,8
94714231,1,6,10,95,6,81,0,0,1,0,0,0,7,2,97,4,4,97
94714237,2,6,9,95,5,80,0,0,1,0,0,0,7,2,97,97,4,4
94714240,2,6,7,95,10,79,0,1,0,0,0,0,7,1,97,97,4,8
94714242,1,9,13,95,5,82,1,0,0,0,0,1,7,5,97,97,6,6
94714244,2,5,11,95,1,81,1,1,0,0,0,0,7,1,97,97,7,97
94714245,2,5,24,95,2,82,0,0,0,0,1,0,7,4,97,8,8,9
94714310,1,7,20,95,11,79,0,0,1,0,0,0,7,2,97,97,4,97
94714322,2,6,29,95,7,81,0,1,0,0,0,0,7,1,97,97,6,6
94714344,1,8,14,95,8,82,0,1,0,0,0,0,7,1,97,97,9,4
94714394,2,6,9,95,10,81,0,1,0,0,0,0,7,1,97,97,2,4
94714398,1,8,17,95,6,82,0,1,0,0,0,0,7,1,97,2,2,97
94714480,1,9,7,95,10,81,0,1,0,0,0,0,7,1,97,97,5,4
94714681,1,7,7,95,2,81,0,1,0,1,0,0,3,1,4,97,97,4
94714932,2,5,8,95,3,81,0,1,0,0,0,0,7,1,97,2,4,97
94714934,1,6,26,95,4,82,0,1,0,1,0,0,1,1,97,97,8,97
94714990,1,8,16,95,7,80,0,1,0,0,0,0,7,1,11,97,4,2
94715025,2,8,1,95,3,81,0,0,1,0,0,0,7,2,97,4,4,97
94715123,2,7,13,95,4,80,0,0,1,0,0,0,7,2,97,97,98,97
94715254,1,6,19,95,3,82,0,1,0,0,0,0,7,1,97,97,8,8
94715257,2,5,7,95,12,82,0,0,1,0,0,0,7,2,97,97,4,8
94715393,2,6,27,95,4,81,0,1,0,0,0,0,7,1,97,97,5,5
94715922,1,7,30,95,7,81,0,0,1,0,0,0,7,2,97,4,8,97
94715954,2,5,11,95,10,81,0,1,0,0,0,0,7,1,97,97,1,4
94715955,1,5,6,95,1,82,0,1,0,0,0,0,7,1,97,4,7,2
94715980,2,7,19,95,3,82,0,1,0,0,0,0,7,1,97,97,4,7
94715981,2,6,7,95,10,81,0,1,0,0,0,0,7,1,97,97,2,2
94715982,2,5,18,95,3,82,0,1,0,0,0,0,7,1,97,97,5,97
94715987,2,8,1,95,3,82,0,1,0,0,0,0,7,1,97,4,4,97
94715994,2,7,7,95,8,80,1,1,0,1,0,0,3,3,97,97,2,11
94716011,2,5,8,95,12,80,0,1,0,0,0,0,7,1,97,8,8,97
94716057,2,6,3,95,11,81,0,0,1,0,0,0,7,2,97,97,7,8
94716068,1,6,28,95,9,80,0,1,0,0,0,0,7,1,97,97,4,7
94716095,2,6,7,95,5,80,0,1,1,1,0,0,2,2,97,97,7,8
94716153,2,6,15,95,7,81,0,0,1,0,0,0,7,2,97,1,4,97
94716192,2,9,6,95,5,81,0,0,1,0,0,0,7,2,2,4,8,97
94716210,2,6,27,95,11,80,0,1,0,0,0,0,7,1,97,97,2,4
94716217,2,5,10,95,1,82,0,1,0,1,0,0,1,1,97,97,4,8
94716257,1,6,24,95,4,80,0,1,0,0,0,0,7,1,97,97,4,4
94716265,1,6,15,95,11,81,0,1,0,0,0,0,7,1,97,97,11,11
94716281,1,7,10,95,3,81,0,1,0,0,0,0,7,1,97,97,7,8
94716290,1,10,16,95,11,80,0,0,1,0,0,0,7,2,97,97,8,97
94716293,1,6,12,95,8,80,0,0,1,0,0,0,7,2,97,8,7,97
94716315,2,8,3,95,10,81,0,1,0,0,0,0,7,1,97,7,7,97
94716358,1,6,6,95,2,81,0,1,0,0,1,0,1,1,97,7,7,7
94716627,1,5,16,95,2,82,1,0,0,0,0,1,7,5,97,97,8,6
94716663,2,6,28,95,11,82,0,1,0,0,0,0,7,1,97,97,8,4
94716668,2,6,23,95,6,82,0,1,0,0,0,0,7,1,97,8,9,9
94716868,1,7,11,95,5,80,1,1,0,0,0,0,7,1,97,97,5,2
94716893,1,6,25,95,11,81,0,0,1,0,0,0,7,2,97,4,6,97
94716914,1,7,13,95,1,82,1,1,0,0,0,0,7,1,97,97,97,4
94716975,2,9,5,95,1,82,1,1,0,0,0,0,7,1,97,97,4,2
94716976,2,8,4,95,7,81,0,1,0,0,0,0,7,1,97,97,4,1
94716987,2,6,4,95,3,81,0,1,0,0,0,0,7,1,97,97,4,4
94717262,1,9,24,95,11,78,0,0,1,0,0,0,7,2,97,1,4,97
94717461,1,5,13,95,2,81,0,1,0,0,0,0,7,1,4,97,6,4
94718027,2,5,4,95,1,82,0,1,0,0,0,0,7,1,97,8,8,97
