AID,BIO_SEX,IMONTH,IDAY,IYEAR,H1GI1M,H1GI1Y,H1GI4,H1GI6A,H1GI6B,H1GI6C,H1GI6D,H1GI6E,H1GI8,H1GI9,H1NM4,H1NF4,H1RM1,H1RF1
92579376,1,6,26,95,11,77,0,1,0,0,0,0,7,1,97,97,4,11
92579934,2,5,29,95,8,78,0,0,1,0,0,0,7,2,97,1,9,97
92579935,2,6,3,95,8,77,0,0,1,0,0,0,7,2,97,97,9,9
92579937,2,8,10,95,1,79,0,0,1,0,0,0,7,2,97,97,6,7
92579942,2,6,8,95,10,81,0,1,0,0,0,0,7,1,97,97,4,4
92579943,2,6,5,95,2,77,0,1,0,0,0,0,7,1,97,2,4,97
92579949,1,6,2,95,4,77,0,1,0,0,0,0,7,1,97,97,4,5
92579960,1,9,2,95,8,80,0,1,0,0,0,0,7,1,97,12,8,12
92579962,2,8,18,95,1,77,0,1,0,0,0,0,7,1,97,4,8,97
92579963,1,9,2,95,5,82,0,1,0,0,0,0,7,1,97,11,8,7
92579965,2,9,7,95,7,79,0,1,0,0,0,0,7,1,97,97,4,1
92579968,1,10,26,95,9,81,0,1,0,0,0,0,7,1,97,97,7,7
92579970,2,5,23,95,1,79,0,1,0,0,0,0,7,1,4,97,97,12
92579979,2,6,13,95,3,79,0,1,0,0,0,0,7,1,97,97,4,2
92579982,2,6,8,95,4,78,0,1,0,0,0,0,7,1,97,97,6,4
92579984,1,7,11,95,11,80,0,1,0,0,0,0,7,1,97,97,8,8
92579985,2,6,8,95,9,79,0,1,0,0,0,0,7,1,2,11,4,4
92579987,1,6,16,95,5,80,0,1,0,0,0,0,7,1,97,2,8,11
92579991,2,5,10,95,12,80,0,1,0,0,0,0,7,1,97,5,4,97
92579992,1,7,1,95,5,77,0,1,0,0,0,0,7,1,97,97,4,4
92579993,1,5,9,95,1,80,0,1,0,0,0,0,7,1,97,5,4,97
92579994,2,5,15,95,6,79,0,1,0,0,0,0,7,1,97,97,5,5
92579996,1,6,2,95,10,80,0,1,0,0,0,0,7,1,97,97,5,1
92579998,2,6,14,95,1,78,0,1,0,0,0,0,7,1,97,97,9,6
92593002,1,4,26,95,8,76,1,1,0,0,0,0,7,1,97,97,1,1
92606325,1,10,21,95,7,77,1,1,0,0,0,0,7,1,97,97,12,12
92606627,2,9,29,95,2,77,1,1,0,0,0,0,7,1,97,97,1,1
92608078,2,9,9,95,1,79,0,1,0,0,0,0,7,1,97,4,9,9
92608972,1,10,10,95,8,78,0,0,0,0,1,0,7,4,97,97,1,4
92614170,1,9,8,95,3,77,0,1,0,0,0,0,7,1,5,11,4,2
92614372,2,8,20,95,4,79,1,0,0,0,0,1,7,1,97,4,5,2
92614975,1,9,20,95,11,79,0,1,0,0,0,0,7,1,4,97,97,4
92619165,1,8,29,95,4,81,0,1,0,0,0,0,7,1,97,97,8,7
92619168,1,8,18,95,5,81,0,1,0,0,0,0,7,1,97,97,8,8
92619265,2,8,16,95,10,79,0,1,0,0,0,0,7,1,97,97,4,9
92619366,1,10,26,95,9,78,0,1,0,0,0,0,7,1,97,97,8,9
92619368,2,9,16,95,6,82,0,1,0,0,0,0,7,1,12,97,9,9
92619869,2,8,26,95,12,79,0,1,0,0,0,0,7,1,97,97,9,9
92619969,2,8,23,95,11,78,0,1,0,0,0,0,7,1,9,97,97,8
92624977,1,8,2,95,8,80,0,1,0,0,0,0,7,1,97,8,6,97
92676153,1,9,1,95,8,78,1,1,0,0,0,1,5,1,97,97,3,4
92676351,1,8,28,95,3,78,0,1,0,0,0,0,7,1,97,97,9,4
92676356,2,8,26,95,10,78,0,1,0,0,0,0,7,1,4,97,4,97
92676421,2,8,8,95,9,80,0,0,1,0,0,0,7,2,97,97,7,8
92676457,2,9,18,95,11,78,0,1,0,0,0,0,7,1,97,7,7,97
92676556,2,8,26,95,12,77,0,1,0,0,0,0,7,1,97,97,7,8
92678179,2,9,12,95,10,79,0,1,0,1,0,0,1,1,97,4,4,4
92678476,1,9,9,95,8,79,0,1,0,0,0,0,7,1,97,97,8,8
92710091,2,8,3,95,4,82,0,1,0,0,0,0,7,1,97,97,4,5
92710098,1,6,26,95,2,80,0,1,0,0,0,0,7,1,1,97,4,4
92710111,1,8,12,95,1,82,1,0,0,0,0,1,7,5,97,11,4,10
92710191,2,6,21,95,11,80,0,1,0,0,0,0,7,1,97,97,4,4
92710199,1,6,1,95,7,82,1,1,0,0,0,0,7,1,97,97,11,11
92710210,1,7,23,95,11,81,1,1,0,0,0,0,7,1,97,12,2,97
92710253,2,6,5,95,8,80,1,1,0,0,0,0,7,1,97,4,2,97
92710291,2,6,28,95,5,81,0,1,0,0,0,0,7,1,97,97,5,8
92710357,1,7,30,95,4,81,1,1,0,0,0,0,7,1,97,97,1,2
92710392,1,6,13,95,1,82,0,1,0,0,0,0,7,1,97,97,9,8
92710398,1,7,31,95,10,81,0,1,0,0,0,0,7,1,97,97,7,8
92710581,1,6,28,95,5,79,0,0,1,0,0,0,7,2,97,97,4,97
92710916,2,5,31,95,9,80,1,0,0,0,0,1,7,5,97,97,1,1
92710936,2,8,26,95,3,81,0,1,0,0,0,0,7,1,8,97,8,9
92710999,2,6,14,95,7,82,0,1,0,0,0,0,7,1,97,97,2,8
92711067,1,7,25,95,12,81,0,1,0,0,0,0,7,1,97,97,8,9
92711076,1,8,9,95,4,80,0,0,1,0,0,0,7,2,97,7,4,97
92711969,2,10,15,95,5,82,0,1,1,0,0,0,1,2,97,97,8,8
92711974,1,6,6,95,10,80,0,1,0,0,0,0,7,1,97,97,4,8
92712044,2,8,19,95,7,82,8,1,0,0,0,0,7,1,97,11,4,7
92712148,1,8,28,95,10,81,0,1,0,0,0,0,7,1,97,97,8,4
92712211,1,5,16,95,12,80,0,1,0,0,0,0,7,1,4,97,4,4
92712217,2,6,20,95,10,81,0,1,0,0,0,0,7,1,97,8,4,97
92712242,2,5,30,95,12,81,0,1,0,0,0,0,7,1,97,11,5,97
92712276,2,9,22,95,4,79,0,0,1,0,0,0,7,2,2,11,97,97
92712346,2,5,18,95,4,82,0,1,0,0,0,0,7,1,97,4,4,4
92712374,1,7,6,95,7,80,0,1,0,0,0,0,7,1,97,97,4,4
92712391,2,6,22,95,7,82,0,1,0,0,0,0,7,1,97,97,2,4
92712396,2,7,27,95,1,82,0,1,0,0,0,0,7,1,97,97,4,8
92712919,1,8,10,95,4,80,0,1,0,0,0,0,7,1,4,97,97,4
92712993,1,5,31,95,8,80,1,1,0,0,0,0,7,1,97,2,8,97
92712996,2,5,29,95,9,80,0,1,0,0,0,0,7,1,97,97,4,4
92712998,2,6,19,95,7,81,1,1,0,0,0,1,5,5,97,97,4,7
92713030,1,5,31,95,12,80,0,0,1,0,0,0,7,2,97,97,9,9
92713035,2,6,13,95,7,81,0,0,1,0,0,0,7,2,97,11,2,2
92713130,2,7,23,95,10,80,0,1,0,0,0,0,7,1,97,97,4,4
92713132,1,7,15,95,11,81,0,1,0,0,0,0,7,1,97,97,9,9
92713191,1,5,17,95,7,81,0,1,0,0,0,0,7,1,97,97,8,8
92713198,1,7,11,95,7,81,0,1,0,0,0,0,7,1,97,97,8,7
92713293,2,5,10,95,2,80,0,1,0,0,0,0,7,1,97,97,5,97
92713391,2,6,14,95,3,82,0,1,0,0,0,0,7,1,97,2,2,97
92713399,1,6,27,95,4,82,0,1,0,0,0,0,7,1,97,97,9,8
92713701,1,7,21,95,12,79,0,0,1,0,0,0,7,2,97,97,4,97
92713905,2,8,7,95,2,81,1,0,0,0,0,1,7,5,97,97,1,1
92713936,1,6,20,95,6,81,0,1,0,0,0,0,7,1,8,97,97,8
92713939,1,6,4,95,3,82,0,0,0,0,0,1,7,5,97,11,8,6
92714049,2,6,2,95,4,82,1,0,0,0,0,1,7,1,97,11,11,97
92714112,1,8,10,95,10,81,0,0,1,0,0,0,7,2,97,4,4,97
92714124,2,6,21,95,7,81,0,1,0,0,0,0,7,1,97,97,7,7
92714199,2,5,27,95,7,82,0,1,0,0,0,0,7,1,6,97,6,4
92714212,1,5,8,95,1,82,0,0,1,0,0,0,7,2,97,4,4,97
92714214,1,5,5,95,4,81,0,0,1,0,0,0,7,2,97,12,2,97
92714249,1,7,7,95,5,82,0,0,0,1,0,0,7,3,97,97,4,7
92714330,2,9,25,95,9,81,0,1,0,0,0,0,7,1,97,97,4,7
92714331,1,7,20,95,1,82,0,0,1,0,0,0,7,2,97,2,4,97
92714687,1,5,20,95,9,80,1,0,0,0,0,1,7,5,97,97,4,4
92714880,1,6,28,95,1,82,0,1,0,0,0,0,7,1,97,97,4,4
92714895,2,6,23,95,2,82,0,0,1,0,0,0,7,2,97,97,7,9
92714917,2,5,5,95,6,82,0,0,1,0,0,0,7,2,97,97,2,4
92714927,1,7,11,95,7,82,0,1,0,0,0,0,7,1,97,4,7,97
92714932,2,9,5,95,6,81,0,0,1,0,0,0,7,2,97,4,7,97
92714942,1,6,27,95,3,81,0,1,0,0,0,0,7,1,97,12,2,97
92714984,2,6,20,95,2,82,0,0,0,1,0,0,7,2,97,8,8,97
92715121,1,5,9,95,2,82,0,0,1,0,0,0,7,2,97,97,8,8
92715259,2,5,24,95,10,80,0,1,0,0,0,0,7,1,97,4,2,97
92715321,1,5,26,95,9,80,0,0,1,0,0,0,7,2,97,97,5,4
92715352,1,5,11,95,1,79,0,1,0,0,0,0,7,1,97,97,4,1
92715357,2,8,25,95,2,81,0,1,0,0,0,0,7,1,97,4,2,97
92715399,2,9,7,95,7,81,0,0,0,0,1,0,7,4,97,97,4,4
92715896,1,7,12,95,6,82,0,0,0,0,1,0,7,4,97,97,8,8
92715931,2,6,13,95,10,81,0,1,0,0,0,0,7,1,97,97,6,7
92715932,2,9,11,95,11,79,0,1,0,0,0,0,7,1,97,97,2,6
92715934,2,7,5,95,1,82,0,1,0,0,0,0,7,1,97,4,7,97
92715935,2,5,11,95,9,82,0,1,0,0,0,0,7,1,97,97,8,4
92715936,1,6,13,95,5,81,0,0,0,0,1,0,7,4,97,97,4,7
92715953,2,5,13,95,8,82,0,0,1,0,0,0,7,2,97,7,7,97
92715956,1,5,18,95,7,80,0,0,0,0,0,1,7,5,97,97,12,97
92715980,1,5,20,95,8,79,0,1,0,0,0,0,7,1,97,97,5,7
92715984,2,6,16,95,5,81,0,1,0,0,0,0,7,1,97,97,4,4
92715985,2,6,8,95,1,80,0,1,0,0,0,0,7,1,97,97,4,2
92715998,2,8,16,95,10,82,1,0,0,0,0,1,7,5,97,97,2,2
92716069,2,7,15,95,1,81,0,1,0,0,0,0,7,1,97,97,8,11
92716164,1,5,9,95,12,80,0,1,0,0,0,0,7,1,97,97,4,7
92716167,2,7,6,95,6,81,0,1,0,0,0,0,7,1,97,4,2,97
92716288,1,7,16,95,5,81,0,1,0,0,0,0,7,1,11,97,97,8
92716313,1,7,8,95,10,80,0,1,0,0,0,0,7,1,97,97,9,8
92716332,1,5,6,95,10,80,0,0,0,0,1,0,7,4,97,97,4,4
92716333,2,8,14,95,2,82,1,0,0,0,0,1,7,1,97,97,4,4
92716339,2,8,13,95,4,81,1,1,0,0,0,0,7,1,97,97,6,4
92716353,2,7,11,95,7,81,1,1,0,0,0,0,7,1,97,7,7,97
92716360,2,5,25,95,5,81,0,1,0,0,0,0,7,1,97,97,11,11
92716390,1,6,20,95,9,81,0,0,1,0,0,0,7,2,97,97,8,5
92716883,2,8,10,95,12,81,0,1,0,0,0,0,7,1,97,5,8,8
92716897,2,5,27,95,1,80,0,0,1,1,0,0,2,2,97,97,7,4
92716901,2,8,28,95,12,80,0,1,0,0,0,0,7,1,97,97,6,8
92716902,2,10,28,95,4,81,0,1,0,0,0,0,7,1,97,97,8,9
92716903,1,8,23,95,6,81,0,1,0,0,0,0,7,1,97,97,4,8
92716909,1,9,19,95,3,82,0,1,0,0,0,0,7,1,97,97,4,8
92716933,2,8,18,95,1,81,1,0,0,0,0,1,7,5,97,12,1,97
92716936,1,8,11,95,9,81,1,1,0,0,0,0,7,1,97,11,11,9
92716971,2,8,16,95,6,81,0,1,0,0,0,0,7,1,97,97,6,7
92716976,2,8,29,95,7,82,0,1,0,0,0,0,7,1,97,5,5,97
92716978,2,9,23,95,9,82,0,1,0,0,0,0,7,1,97,97,4,8
92716985,2,7,13,95,9,80,0,1,0,0,0,0,7,1,97,2,11,4
92717061,1,6,3,95,3,80,0,0,1,0,0,0,7,2,97,97,98,98
92717166,2,5,9,95,2,81,0,0,1,0,0,0,7,2,97,97,8,97
92717265,2,8,18,95,3,80,0,1,0,0,0,0,7,1,97,97,8,8
92717368,2,6,5,95,3,81,0,1,0,0,0,0,7,1,2,4,4,2
92717460,1,7,8,95,11,81,0,1,0,0,0,0,7,1,97,8,8,8
92717862,1,5,21,95,9,81,0,0,1,0,0,0,7,2,97,97,8,98
92717866,1,6,22,95,3,81,0,0,1,0,0,0,7,2,97,4,4,97
92717910,1,8,18,95,3,81,0,1,0,0,0,0,7,1,97,97,4,97
92717911,1,8,17,95,12,81,0,1,0,0,0,0,7,1,97,8,8,11
92717912,2,8,1,95,12,81,0,1,0,0,0,0,7,1,97,97,7,9
92717915,2,8,4,95,12,81,0,1,0,0,0,0,7,1,97,97,8,8
92717916,1,8,17,95,9,80,0,1,0,0,0,0,7,1,97,4,8,97
92717917,1,8,2,95,5,82,0,1,0,0,0,0,7,1,97,97,98,98
92717918,1,8,18,95,5,82,0,1,0,0,0,0,7,1,97,97,8,9
92718020,2,8,19,95,1,80,0,1,0,0,0,0,7,1,97,9,2,97
92718027,2,7,18,95,8,81,0,0,1,0,0,0,7,2,97,97,4,2
92718100,2,7,31,95,11,81,0,0,1,0,0,0,7,2,97,4,8,97
92718114,1,5,17,95,5,81,0,1,0,0,0,0,7,1,97,97,6,9
92718115,1,5,27,95,9,81,0,0,1,0,0,0,7,2,97,97,11,97
92718126,1,4,30,95,4,80,0,0,1,0,0,0,7,2,97,97,4,4
92718190,1,6,19,95,10,80,0,1,0,0,0,0,7,1,97,97,2,1
92718200,1,5,11,95,7,81,0,0,1,0,0,0,7,2,97,8,4,97
92718265,2,9,25,95,4,81,0,0,1,0,0,0,7,2,97,97,4,7
92718269,1,7,22,95,6,81,0,0,1,0,0,0,7,2,97,2,4,97
92718307,1,5,26,95,4,82,0,0,1,0,0,0,7,2,97,97,8,4
92718324,1,6,15,95,8,82,0,0,1,0,0,0,7,2,97,97,6,4
92718344,2,8,7,95,7,81,0,1,0,0,0,0,7,1,97,8,8,8
92718361,1,7,10,95,10,81,0,0,1,0,0,0,7,2,97,97,6,7
92718370,2,9,17,95,1,81,0,1,0,0,0,0,7,1,4,97,9,7
92718374,2,5,19,95,11,80,0,1,0,0,0,0,7,1,97,97,4,4
92718390,2,8,8,95,5,82,0,1,0,0,0,0,7,1,97,97,8,8
92718489,1,7,8,95,1,82,0,0,1,0,0,0,7,2,97,97,4,4
92718906,2,7,11,95,3,82,0,0,1,0,0,0,7,2,97,2,4,97
92718922,1,7,15,95,11,81,0,1,0,0,0,0,7,1,97,97,4,9
92718925,2,5,26,95,11,81,0,0,1,0,0,0,7,2,97,8,4,97
92718929,2,9,16,95,3,81,0,1,0,0,0,0,7,1,97,97,7,3
92718945,1,9,12,95,4,81,0,1,0,0,0,0,7,1,4,97,97,4
92718978,2,6,1,95,3,81,0,1,0,0,0,0,7,1,97,97,4,8
92719277,2,5,11,95,7,80,0,0,0,1,0,1,3,3,97,97,2,2
92719934,1,7,19,95,4,79,0,0,1,0,0,0,7,2,97,8,8,97
92719936,1,7,5,95,1,81,0,0,1,0,0,0,7,2,97,97,7,5
92719939,1,7,8,95,4,81,0,0,1,0,0,0,7,2,97,97,7,7
92719970,1,5,13,95,6,80,0,1,0,0,0,0,7,1,4,97,5,4
92719971,2,6,5,95,2,81,0,1,0,0,0,0,7,1,97,97,5,7
92719975,1,5,23,95,4,81,0,1,0,0,0,0,7,1,97,97,4,4
92719979,2,6,23,95,8,81,0,1,0,0,0,0,7,1,97,97,8,1
93316052,2,8,14,95,6,81,1,0,0,0,0,1,7,5,97,97,2,4
93316251,2,8,6,95,2,81,0,0,0,0,0,1,7,5,97,97,1,1
93316956,1,9,9,95,4,81,1,0,0,0,0,1,7,5,97,12,2,97
93374970,1,9,5,95,10,79,0,1,0,0,0,0,7,1,6,97,97,6
93374973,1,7,31,95,9,82,0,1,0,0,0,0,7,1,97,8,6,7
93374975,2,8,2,95,9,81,0,1,0,0,0,0,7,1,97,97,4,2
93374978,2,8,16,95,4,81,0,1,0,0,0,0,7,1,97,97,8,8
93500252,2,6,22,95,8,79,1,1,0,0,0,0,7,1,97,97,2,1
93500356,1,6,30,95,2,77,1,1,0,0,0,0,7,2,97,11,11,97
93500376,1,7,12,95,9,79,0,1,1,0,0,0,1,2,97,97,8,4
93500378,2,7,12,95,3,78,0,1,1,1,0,0,1,2,97,12,8,4
93500385,1,7,29,95,3,79,0,1,0,0,0,0,7,1,97,97,8,4
93500455,1,8,4,95,1,80,0,0,1,0,0,0,7,2,97,8,2,97
93500514,2,5,13,95,10,78,1,0,0,0,0,1,7,5,97,97,11,11
93500517,2,7,8,95,6,80,1,0,0,0,0,1,7,5,97,97,5,1
93500815,1,6,9,95,11,74,0,0,0,0,1,0,7,4,97,2,1,97
93500915,2,6,2,95,10,76,1,1,0,0,0,0,7,1,97,97,1,1
93500972,2,8,5,95,12,78,0,1,0,0,0,0,7,1,97,7,8,97
93500977,1,5,8,95,10,76,1,1,0,1,0,0,1,1,97,97,4,4
93501258,1,8,20,95,6,78,0,1,0,0,0,0,7,1,97,97,7,4
93503030,1,5,31,95,3,78,0,1,0,0,0,0,7,1,11,97,4,8
93503136,1,6,10,95,7,79,0,1,0,0,0,0,7,1,97,97,8,97
93503201,1,7,14,95,5,76,1,1,0,0,0,0,7,1,97,97,1,4
93503507,2,7,6,95,2,79,1,8,8,8,8,8,7,1,97,97,11,1
93503804,1,8,12,95,8,78,0,0,1,0,0,0,7,2,97,97,4,98
93504001,2,7,3,95,10,78,0,0,1,0,0,0,7,2,97,97,9,7
93504004,1,6,23,95,3,82,0,1,1,0,0,0,1,1,97,8,6,97
93504281,2,8,7,95,7,79,0,1,0,0,0,0,7,1,97,4,7,97
93504404,2,5,6,95,3,78,0,0,1,0,0,0,7,2,97,97,4,8
93504600,1,5,22,95,7,78,0,0,1,0,0,0,7,2,97,97,9,9
93504605,2,8,9,95,2,82,0,1,0,0,0,0,7,1,97,97,8,4
93504704,2,7,2,95,2,80,0,0,1,0,0,0,7,2,97,97,8,8
93504823,2,5,27,95,12,79,0,1,0,1,0,0,1,1,97,4,7,97
93504990,2,5,10,95,2,77,0,1,0,0,0,0,7,1,97,97,2,2
93504993,1,7,1,95,8,77,0,0,1,0,0,0,7,2,97,97,7,97
93506053,1,5,30,95,9,79,0,0,1,0,0,0,7,2,97,4,9,4
93506129,1,8,7,95,5,77,0,1,0,0,0,0,7,1,97,4,4,8
93506147,1,7,3,95,8,78,0,1,0,0,0,0,7,1,97,97,9,4
93506150,2,5,18,95,4,79,0,1,0,0,0,0,7,1,97,97,4,8
93506170,1,8,12,95,3,78,0,1,0,0,0,0,7,1,4,97,97,7
93506222,1,9,25,95,8,79,1,1,0,0,0,0,7,1,97,4,2,97
93506226,1,10,1,95,2,79,0,0,0,0,1,0,7,4,97,8,4,97
93506242,2,6,25,95,6,78,0,0,0,0,1,0,7,4,97,12,8,97
93506265,2,5,19,95,8,78,0,1,0,0,0,0,7,1,97,97,7,7
93506273,1,5,29,95,2,80,0,1,0,0,0,0,7,1,97,4,6,97
93506290,2,7,8,95,6,79,1,0,0,0,0,1,7,5,97,97,3,1
93506340,2,7,9,95,8,77,0,0,0,0,1,0,7,4,1,1,7,97
93506345,2,6,29,95,10,79,0,0,0,0,1,0,7,4,97,97,4,4
93506487,1,7,6,95,5,79,0,1,0,0,0,0,7,1,97,97,4,8
93506573,2,7,13,95,8,79,0,1,0,0,0,0,7,1,97,97,4,8
93506722,1,8,12,95,9,80,1,1,0,0,0,0,7,1,97,4,4,97
93506930,1,5,24,95,6,78,1,0,0,0,0,1,7,1,97,97,4,97
93507256,1,8,2,95,11,80,0,1,0,0,0,0,7,1,97,97,2,9
93507312,2,8,16,95,2,79,0,1,0,0,0,0,7,1,97,97,6,4
93508076,2,6,7,95,10,78,0,1,0,0,0,0,7,1,97,97,4,6
93508228,2,4,26,95,12,76,0,1,0,0,0,0,7,1,97,97,8,9
93508270,1,6,6,95,12,77,0,1,0,0,0,0,7,1,97,97,7,7
93508287,2,8,12,95,4,78,0,0,1,0,0,0,7,2,97,4,4,97
93508463,2,5,28,95,9,80,0,1,0,0,0,0,7,1,97,97,2,97
93508564,2,8,25,95,1,81,0,0,1,0,0,0,7,2,97,8,7,97
93508623,1,6,6,95,1,79,0,1,0,0,0,0,7,1,97,97,4,4
93508767,2,6,7,95,6,76,1,1,0,0,0,0,7,1,97,97,2,7
93508961,2,6,23,95,9,79,1,0,0,0,1,0,7,4,97,97,2,6
93540151,1,5,28,95,2,80,1,0,0,0,0,1,7,5,97,97,8,97
93540315,1,8,9,95,7,77,0,1,0,0,0,0,7,1,97,7,4,4
93540958,1,6,3,95,9,79,1,1,0,0,0,0,7,1,97,2,2,2
93544206,2,8,25,95,7,80,0,0,1,0,0,0,7,2,97,97,9,9
93544901,2,9,3,95,2,79,0,0,1,0,0,0,7,2,97,97,6,7
93544923,2,8,2,95,5,78,0,1,0,0,0,0,7,1,8,97,4,4
93546224,1,8,4,95,4,80,1,0,0,0,0,1,7,1,97,97,8,4
93546470,2,8,6,95,3,77,0,1,0,0,0,0,7,1,2,12,5,5
93546573,1,9,4,95,1,78,0,1,0,0,0,0,7,1,97,4,4,97
93546575,2,5,31,95,10,78,0,0,1,0,0,0,7,2,97,97,6,6
93546993,2,7,31,95,7,79,0,0,1,0,0,0,7,2,97,97,8,8
93548877,2,5,21,95,5,77,0,1,0,0,0,0,7,1,97,8,8,97
93570022,1,5,6,95,9,77,0,0,1,0,0,0,7,2,97,9,9,97
93570097,2,6,13,95,4,79,0,1,0,0,0,0,7,1,97,7,9,97
93570115,1,8,18,95,10,77,1,0,0,0,0,1,7,5,97,97,1,1
93570194,2,6,15,95,11,76,0,1,0,0,0,0,7,1,97,97,2,7
93570198,2,7,5,95,3,79,0,1,0,0,0,0,7,1,97,4,7,4
93570223,2,6,13,95,11,77,0,1,1,1,0,0,2,2,97,8,2,7
93570226,2,5,11,95,11,79,0,1,1,0,0,0,2,2,97,4,2,97
93570234,1,6,15,95,1,78,0,1,0,0,0,0,7,1,97,97,4,8
93570292,1,6,12,95,5,79,0,1,0,0,0,0,7,1,97,97,8,1
93570295,1,5,31,95,10,77,0,1,0,0,0,0,7,1,97,97,8,2
93570328,2,5,26,95,10,78,0,1,0,0,0,0,7,1,97,97,8,9
93570335,2,5,22,95,6,79,0,0,1,0,0,0,7,2,97,97,8,8
93570375,1,8,17,95,3,77,0,1,0,0,0,0,7,1,97,97,1,7
93570384,2,6,24,95,3,78,0,0,1,0,0,0,7,2,97,97,8,7
93570396,1,6,13,95,2,80,0,1,0,0,0,0,7,1,97,97,5,1
93570426,1,8,18,95,5,76,0,1,0,0,0,0,7,1,2,7,6,97
93570432,2,7,22,95,5,78,0,1,0,0,0,0,7,1,97,97,9,9
93570513,1,4,28,95,2,79,1,0,0,0,0,1,7,5,97,97,1,1
93570521,1,8,12,95,2,79,0,0,1,0,0,0,7,2,4,7,4,97
93570581,1,5,23,95,7,77,0,0,1,0,0,0,7,2,97,97,4,8
93570695,2,6,6,95,4,80,0,1,0,0,0,0,7,1,97,2,2,97
93570696,1,7,17,95,11,77,0,1,0,0,0,0,7,1,97,97,2,4
93570721,2,6,13,95,4,80,0,1,0,0,0,0,7,1,97,97,8,9
93570776,1,5,6,95,5,76,1,0,0,1,0,0,7,1,97,97,1,2
93570787,1,9,12,95,3,78,0,1,0,0,0,0,7,1,97,97,7,8
93570828,1,6,8,95,4,79,1,1,1,0,0,0,2,2,97,12,2,97
93570929,1,7,25,95,4,78,0,1,0,0,0,0,7,1,97,97,8,8
93570939,1,7,27,95,8,78,0,1,0,1,0,0,1,1,97,97,7,8
93571010,2,6,27,95,2,79,0,1,0,0,0,0,7,1,97,8,8,97
93571016,2,6,19,95,10,81,0,1,0,0,0,0,7,1,97,97,9,4
93571060,2,9,29,95,5,76,0,1,0,0,0,0,7,1,4,1,5,1
93571065,1,7,12,95,5,77,0,1,0,0,0,0,7,1,97,4,4,97
93571066,1,7,29,95,4,77,0,1,0,0,0,0,7,1,97,11,5,4
93571114,2,6,2,95,6,81,0,1,0,0,0,0,7,1,97,97,4,1
93571153,1,8,13,95,11,76,0,1,0,0,0,0,7,1,97,97,4,6
93571205,2,7,20,95,2,81,1,1,0,0,0,0,7,1,97,97,4,8
93571216,2,6,21,95,2,79,0,1,0,0,0,0,7,1,97,97,4,6
93571301,1,6,6,95,8,80,0,1,0,0,0,0,7,1,97,97,2,2
93571350,1,7,13,95,2,78,0,1,0,0,0,0,7,1,97,8,8,97
93571366,2,6,8,95,11,78,0,1,0,0,0,0,7,1,97,6,4,97
93571452,1,4,30,95,9,77,0,1,0,0,0,0,7,1,97,97,8,8
93571469,2,7,7,95,2,79,0,1,0,0,0,0,7,1,97,97,8,8
93571474,1,7,6,95,10,76,0,0,1,0,0,0,7,2,97,3,4,97
93571475,1,6,10,95,3,77,0,0,1,0,0,0,7,2,97,12,4,97
93571506,1,8,11,95,11,79,0,1,0,0,0,0,7,1,97,97,9,4
93571602,1,7,28,95,12,80,0,0,1,0,0,0,7,2,97,8,8,97
93571707,2,5,16,95,4,80,0,1,0,0,0,0,7,1,97,97,11,11
93571765,1,5,18,95,3,77,0,1,0,0,0,0,7,1,97,97,9,8
93571769,2,5,31,95,8,79,0,1,0,0,0,0,7,1,97,97,6,9
93571806,1,5,26,95,5,79,0,1,0,0,0,0,7,1,97,6,4,97
93571857,1,5,1,95,2,79,0,1,0,0,0,0,7,1,97,8,6,8
93571862,2,7,6,95,1,79,0,1,0,0,0,0,7,1,97,97,4,2
93571911,1,6,13,95,6,77,0,1,0,0,0,0,7,1,6,6,97,97
93572076,2,7,29,95,3,76,0,1,0,0,0,0,7,1,11,97,97,4
93572102,1,5,11,95,8,78,0,1,0,0,0,0,7,1,97,97,6,4
93572115,2,8,11,95,7,79,0,1,0,0,0,0,7,1,97,97,8,8
93572118,1,6,28,95,8,78,0,1,0,0,0,0,7,1,97,97,2,2
93572140,1,7,31,95,10,77,0,1,0,0,0,0,7,1,97,97,2,4
93572146,1,6,29,95,2,78,0,1,0,0,0,0,7,1,97,97,6,8
93572164,2,7,15,95,8,78,0,1,0,0,0,0,7,1,97,97,6,4
93572169,2,8,1,95,9,78,0,1,0,0,0,0,7,1,97,97,4,4
93572194,2,5,20,95,6,78,0,1,0,0,0,0,7,1,97,97,4,4
93572199,2,5,2,95,11,78,0,1,0,0,0,0,7,1,97,8,8,97
93572200,2,5,4,95,8,77,0,1,0,0,0,0,7,1,97,97,8,8
93572215,2,7,6,95,10,77,0,1,0,0,0,0,7,1,97,4,4,4
93572225,1,5,14,95,7,79,1,0,0,1,0,1,3,3,97,97,7,7
93572227,2,10,4,95,12,78,1,1,0,0,0,0,7,1,97,97,2,97
93572242,2,7,24,95,12,76,0,1,0,0,0,0,7,1,7,97,97,97
93572261,1,7,11,95,10,76,0,1,0,0,0,0,7,1,6,97,97,4
93572276,2,6,28,95,8,78,0,1,0,0,0,0,7,1,97,12,4,97
93572283,1,5,25,95,8,80,0,1,0,0,0,0,7,1,97,97,4,9
93572284,2,5,20,95,7,80,0,0,1,0,0,0,7,2,97,4,7,97
93572286,1,4,29,95,3,80,0,0,1,0,0,0,7,2,97,4,7,97
93572287,1,7,29,95,4,80,0,1,0,0,0,0,7,1,97,4,5,97
